dataset,p,mode,replication,status,coordinate,coordinate_name,estimate,objective,seconds,hit_trust_boundary
dry_bean_dermason_seker,2,local,9,success,0,weight_logit_1_vs_2,-0.659182832438129,-4.539730923105007,0.2184461189999638,False
dry_bean_dermason_seker,2,local,9,success,1,component_1_normal_coordinate_0,3.3359088436348356,-4.539730923105007,0.21845535500051483,False
dry_bean_dermason_seker,2,local,9,success,2,component_1_normal_coordinate_1,-0.5923513099817742,-4.539730923105007,0.2184603200003039,False
dry_bean_dermason_seker,2,local,9,success,3,component_1_normal_coordinate_2,0.1674420425779111,-4.539730923105007,0.21846501199979684,False
dry_bean_dermason_seker,2,local,9,success,4,component_1_normal_coordinate_3,0.5914612777498202,-4.539730923105007,0.21846917200036842,False
dry_bean_dermason_seker,2,local,9,success,5,component_1_normal_coordinate_4,0.6672102129065054,-4.539730923105007,0.21847332700053812,False
dry_bean_dermason_seker,2,local,9,success,6,component_2_student_t_coordinate_0,-1.7679884571042919,-4.539730923105007,0.21847734800030594,False
dry_bean_dermason_seker,2,local,9,success,7,component_2_student_t_coordinate_1,0.2820447326297995,-4.539730923105007,0.21848130499984109,False
dry_bean_dermason_seker,2,local,9,success,8,component_2_student_t_coordinate_2,0.46821119596014327,-4.539730923105007,0.21848564100037038,False
dry_bean_dermason_seker,2,local,9,success,9,component_2_student_t_coordinate_3,0.7432475534717807,-4.539730923105007,0.21848998200039205,False
dry_bean_dermason_seker,2,local,9,success,10,component_2_student_t_coordinate_4,0.6486248320263165,-4.539730923105007,0.21849399900020217,False
dry_bean_dermason_seker,2,local,9,success,11,component_2_student_t_coordinate_5,3.4451155234998603,-4.539730923105007,0.21849799299980077,False
