scenario,n,coordinate,coordinate_name,replications,mean_root_n_error,sd_root_n_error,skewness,excess_kurtosis,ks_distance,q010,q025,q050,q100,q250,q500,q750,q900,q950,q975,q990
nsn_p2_moderate_imbalanced,2000,6.0,component_2_skew_normal_coordinate_0,1000,-0.09788221421699,5.04198785663128,-18.025366443662435,380.6889237336671,0.2644626861508421,-0.7212138189588438,-0.5897681066537043,-0.48787512578780107,-0.38242739451181007,-0.17889914291188153,0.019833766355801363,0.2433315412774381,0.4661018694633244,0.6038446482558779,0.7074889814513757,0.9023394163162309
nsn_p2_moderate_imbalanced,2000,7.0,component_2_skew_normal_coordinate_1,1000,-0.3836333548956236,6.165831550463991,-15.582561834176332,298.29073228899364,0.24197958257155938,-0.8614211596715065,-0.717863263471981,-0.5850732159857704,-0.41581202004570617,-0.18678417456305108,0.053912566585702815,0.29747272181657514,0.5016578754243719,0.6554778937586468,0.7454153435827139,0.9401542706114749
nsn_p2_moderate_imbalanced,2000,8.0,component_2_skew_normal_coordinate_2,1000,-0.08165969493022163,1.495456402897918,-0.4495873839918198,8.154010033959747,0.03540767171871838,-2.5447130307365278,-1.8303406594447895,-1.543794053220186,-1.1134514466767094,-0.6020770229134645,0.01601958794292939,0.6360331562221043,1.1697919335852278,1.4421995409993404,1.7153095508215812,2.0598111349848693
nsn_p2_moderate_imbalanced,2000,9.0,component_2_skew_normal_coordinate_3,1000,0.13789314277027534,2.2536119206913705,5.2854140917957455,60.21174224015183,0.09194039277131716,-1.7800391434058949,-1.439247234028477,-1.2412825863031425,-0.9624781276295521,-0.516321571326636,-0.06332000171548502,0.4461860142930254,0.9117656554477537,1.2213690420541352,1.475413695608371,1.737975038354681
nsn_p2_moderate_imbalanced,2000,10.0,component_2_skew_normal_coordinate_4,1000,-0.04811433005369308,1.2807458066914135,0.08740223594531583,-0.06214228655882037,0.01806995675206724,-2.2465388390555994,-1.8696318727163133,-1.648792437468519,-1.332303721840166,-0.7092566260074243,-0.0031749217232934167,0.6558790649151935,1.2380564423541451,1.6672967860889811,2.044392365983581,2.343103993430691
nsn_p2_moderate_imbalanced,2000,11.0,component_2_skew_normal_coordinate_5,1000,0.32733232222627157,17.046124162378256,-3.613245254350977,39.87362978062324,0.06560454375102173,-1.7044763244143122,-1.4099518975382808,-1.243964572297525,-0.9842443084906274,-0.5298102957917503,-0.013576712549686084,0.5704933223460396,1.0780340425631492,1.433261476161779,1.6790084821717037,1.9216884215523062
nsn_p2_moderate_imbalanced,2000,12.0,component_2_skew_normal_coordinate_6,1000,-0.04295056305068367,12.107860121006633,2.7086464835955177,28.652837129576877,0.060653173310098896,-2.1025168377897137,-1.8389854925987819,-1.4676071486064757,-1.0931130529636124,-0.5640662643921318,0.024897743469700993,0.5760725937722841,1.0388827113616221,1.2726913495264418,1.490049548070546,1.8219442820669491
nsn_p2_moderate_imbalanced,500,0.0,weight_logit_1_vs_2,993,2.1554914957183393,11.584381705272795,4.821225141226678,22.734162186407197,0.3528910966938823,-0.7240163607461809,-0.6350391838756804,-0.5509706936530504,-0.4692654330633152,-0.3122868548878253,-0.16293981732723836,0.0029255641664219,0.13882504120245914,0.2696385911753782,5.122649752435253,5.3612245324723435
nsn_p2_moderate_imbalanced,500,1.0,component_1_normal_coordinate_0,993,2.702684419857307,15.052798585157053,5.011293337919393,23.892999195886887,0.38694764193424114,-0.5383975947578886,-0.4882360191850824,-0.42983239119526867,-0.3854665024158826,-0.2877445843207448,-0.17542568635569517,-0.06686132365225983,0.0632173305955674,0.15936597353648277,5.2823086403196156,5.348769039740795
nsn_p2_moderate_imbalanced,500,2.0,component_1_normal_coordinate_1,993,1.7920688664812692,10.489761709316488,4.794474534275863,22.483855017715626,0.34388456092648545,-0.6822756236100227,-0.6149058984565599,-0.5629474244267514,-0.48573996671508024,-0.3321259839709496,-0.1795685036900166,0.002855366999794977,0.16543793061058323,0.288966058650786,5.179012295931971,5.286014985827437
nsn_p2_moderate_imbalanced,500,3.0,component_1_normal_coordinate_2,993,-0.2742829820166041,1.9994637684689627,-0.6589019716833919,0.776089638255308,0.049984253040649185,-3.0291277343974294,-2.459948143186223,-1.9195178436867895,-1.2570971262161035,-0.5415870861605105,0.10812884844801914,0.6647185805361303,1.1751225850817977,1.4467199600443745,1.695342105430574,1.972421947146005
nsn_p2_moderate_imbalanced,500,4.0,component_1_normal_coordinate_3,993,-0.0028226423102988376,2.2710696137795354,0.05408789539625907,0.1517360606756446,0.02275593361356626,-2.242350675316056,-1.9700570152439167,-1.6423783119606505,-1.3118067536680298,-0.6407980051481601,0.037088626292014155,0.6246454439584167,1.2826671320305838,1.612989534317083,1.9450304822066227,2.5314659824561674
